UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/10/08T21:42:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,47,58,990.59,0.05,36504,0,597,14.18,25.50,29.80,14.18,25.50,29.80,79,79,2579.46,746.84,216.02,18.32,6.18,1.68,15.02,26.17,28.17,15.02,26.07,28.17,81,80,2632.45,788.21,210.91,12.52,2.66,1.00,
2021/10/08T21:44:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,48,58,990.61,0.05,36504,0,717,14.25,24.11,27.38,14.25,24.11,27.38,76,76,2542.47,753.04,181.04,14.77,3.70,1.55,14.42,26.35,29.18,14.42,26.33,29.18,81,81,2589.79,765.42,209.04,16.12,4.49,1.26,
2021/10/08T21:46:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,49,58,990.67,0.05,36504,0,837,14.32,24.27,26.73,14.32,24.27,26.73,77,77,2559.96,743.30,186.00,12.73,3.46,1.21,14.62,26.36,27.47,14.62,26.36,27.47,81,81,2627.79,781.66,195.38,14.19,1.93,0.66,
2021/10/08T21:48:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,51,58,990.69,0.05,36504,0,957,15.36,26.68,30.07,15.36,26.68,30.07,82,82,2782.50,805.07,211.16,16.66,3.93,1.96,17.25,29.15,32.42,17.25,28.81,32.42,87,86,2972.77,891.08,222.96,16.44,5.15,1.08,
2021/10/08T21:50:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,51,58,990.67,0.05,36504,0,1077,14.75,26.98,29.26,14.75,26.89,29.26,82,82,2733.79,797.33,207.44,17.37,2.21,0.39,16.02,28.21,29.61,16.02,27.82,29.61,85,84,2825.63,842.21,203.81,17.47,2.14,0.95,
2021/10/08T21:52:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,51,58,990.71,0.05,36504,0,1197,16.44,29.46,32.24,16.44,29.13,32.24,88,87,3013.11,880.81,229.44,19.35,2.41,0.15,18.22,30.66,33.00,18.02,29.98,33.00,90,89,3107.79,924.88,251.00,16.66,3.59,1.24,
2021/10/08T21:54:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,52,59,990.69,nan,36656,0,118,16.53,28.14,31.47,16.53,28.05,31.47,85,85,3046.19,873.67,221.74,17.02,2.60,0.60,17.95,32.20,34.33,17.95,30.90,34.33,93,91,3145.20,935.80,269.67,13.82,3.10,0.90,
2021/10/08T21:56:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,51,58,990.70,0.05,36568,0,238,16.51,28.96,32.47,16.51,28.66,32.47,86,86,2990.55,883.13,220.66,16.43,3.74,2.38,17.58,30.49,33.77,17.58,29.68,33.77,90,88,3016.05,905.63,238.63,16.75,4.77,2.04,
2021/10/08T21:58:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,52,58,990.69,0.05,36568,0,358,17.00,27.63,31.03,17.00,27.40,31.03,84,83,2935.50,861.30,203.82,16.20,3.73,2.17,17.50,30.76,33.80,17.46,29.98,33.80,90,89,3043.50,900.20,230.61,19.33,4.44,1.74,
2021/10/08T22:00:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,51,59,990.67,0.05,36568,0,478,15.19,27.21,31.55,15.19,27.16,31.55,83,83,2765.95,811.76,215.83,20.31,5.38,2.41,16.12,27.34,29.57,16.12,27.30,29.57,83,83,2832.75,842.23,215.00,11.98,3.79,0.93,
2021/10/08T22:02:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,52,59,990.72,0.05,36504,0,598,17.98,30.30,34.55,17.93,29.80,34.55,89,88,3155.30,923.95,234.41,18.86,4.57,1.39,17.74,32.07,35.67,17.74,30.98,35.67,93,91,3074.32,922.33,240.37,23.00,5.23,2.49,
2021/10/08T22:04:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,52,59,990.69,0.05,36504,0,718,19.09,31.55,34.69,18.98,30.69,34.69,92,90,3348.49,975.13,238.51,19.05,3.38,0.62,19.59,32.81,34.48,19.26,31.33,34.48,95,91,3367.97,998.28,243.34,15.00,2.76,0.45,
2021/10/08T22:06:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,51,59,990.67,0.05,36504,0,838,18.43,31.60,34.95,18.33,30.47,34.95,92,90,3362.33,979.79,234.24,19.86,3.90,0.66,20.78,36.81,39.41,20.19,33.91,39.36,104,97,3527.74,1048.97,270.14,23.53,4.17,1.03,
2021/10/08T22:08:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,53,58,990.72,0.05,36504,0,958,21.19,36.46,39.16,20.35,33.63,39.00,103,96,3811.16,1085.67,263.79,25.44,2.07,0.70,21.56,37.93,41.00,20.65,34.55,40.84,107,98,3832.91,1128.25,279.11,20.53,5.05,0.87,
2021/10/08T22:10:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,54,59,990.76,0.05,36504,0,1078,19.39,32.62,36.91,19.30,31.29,36.91,94,91,3586.12,1022.96,251.55,19.18,5.43,2.07,21.79,37.65,40.67,20.77,34.26,40.65,106,98,3745.84,1118.12,276.14,21.56,4.81,0.84,
2021/10/08T22:12:25z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,54,59,990.84,0.05,36504,0,1198,18.12,32.46,36.11,17.93,31.02,36.11,94,91,3459.11,997.54,250.96,19.44,3.75,1.44,19.76,33.75,35.58,19.31,31.78,35.58,97,92,3431.44,1022.29,245.81,17.34,2.71,1.36,
2021/10/08T22:14:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,56,59,990.84,nan,36656,0,118,19.47,32.56,35.07,19.33,31.23,35.07,94,91,3378.49,991.86,233.91,14.53,2.37,0.56,19.74,32.92,36.03,19.42,31.34,36.03,95,91,3486.87,1016.11,238.84,19.68,4.63,1.89,
2021/10/08T22:16:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,56,59,990.87,0.05,36568,0,238,18.09,30.60,32.40,17.98,29.98,32.40,90,89,3261.74,942.49,221.14,17.14,2.04,0.53,19.09,32.07,35.71,18.86,30.78,35.71,93,90,3343.86,994.10,231.60,18.69,5.76,0.93,
2021/10/08T22:18:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,57,59,990.91,0.05,36568,0,358,16.91,29.33,31.50,16.84,28.86,31.50,87,86,3097.76,895.84,225.28,15.79,2.76,0.52,19.07,31.40,32.95,18.91,30.45,32.95,92,90,3212.51,954.07,219.38,14.47,2.36,0.69,
2021/10/08T22:20:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,58,58,990.05,0.05,35944,0,478,13.76,22.98,25.53,13.76,22.98,25.53,74,74,2591.28,738.03,175.67,12.72,2.97,1.14,15.70,27.68,30.38,15.70,27.68,30.38,84,84,2757.96,822.61,203.50,17.16,3.82,1.57,
2021/10/08T22:22:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,57,59,990.93,0.05,36504,0,598,14.55,25.62,27.59,14.55,25.54,27.59,79,79,2702.30,786.07,183.45,15.45,2.50,0.61,15.50,27.84,28.98,15.50,27.76,28.98,84,84,2742.31,820.38,209.91,14.09,2.03,0.00,
2021/10/08T22:24:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,58,58,990.96,0.05,36504,0,718,14.79,23.78,25.60,14.79,23.78,25.60,76,76,2679.83,774.67,159.60,13.57,1.38,0.31,15.84,25.57,27.36,15.84,25.57,27.36,79,79,2750.95,812.53,186.31,10.95,2.76,0.79,
2021/10/08T22:26:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,59,58,990.94,0.05,36504,0,838,16.62,27.84,32.03,16.62,27.78,32.03,84,84,3017.90,876.29,205.71,21.59,3.62,0.55,17.44,28.91,31.51,17.44,28.67,31.51,86,86,3094.21,912.32,211.00,16.16,3.82,0.95,
2021/10/08T22:28:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,59,58,990.93,0.05,36504,0,958,16.29,27.62,30.69,16.29,27.60,30.69,84,84,2980.97,860.00,192.34,18.10,3.24,1.14,17.91,29.59,32.71,17.84,29.20,32.71,88,87,3056.68,904.23,217.11,18.05,4.43,1.36,
2021/10/08T22:30:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,59,58,990.92,0.05,36504,0,1078,17.28,27.88,31.16,17.28,27.62,31.16,84,84,3141.47,898.02,215.55,15.52,3.00,1.03,18.41,30.84,33.50,18.34,30.18,33.50,90,89,3181.88,946.30,239.82,14.54,3.61,1.89,
2021/10/08T22:32:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,59,59,990.95,0.05,36504,0,1198,18.20,31.89,34.98,18.20,30.83,34.98,93,90,3287.11,954.61,234.61,21.26,3.19,1.15,19.53,32.85,36.42,19.39,31.47,36.42,95,92,3358.42,998.27,248.98,18.86,5.17,2.47,
2021/10/08T22:34:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,60,59,990.93,nan,36656,0,117,18.54,32.37,37.88,18.49,31.07,37.88,94,91,3422.20,999.24,251.49,21.61,7.22,3.22,19.95,35.97,38.83,19.48,33.20,38.83,102,95,3546.23,1040.15,283.80,22.65,4.70,0.90,
2021/10/08T22:36:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,60,59,990.95,0.05,36568,0,237,17.30,30.43,33.89,17.30,29.80,33.89,90,88,3204.06,924.63,231.44,18.19,4.41,1.48,18.60,30.37,34.09,18.58,29.60,34.09,89,88,3243.32,965.26,222.74,15.26,5.44,2.00,
2021/10/08T22:38:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,60,59,990.93,0.05,36568,0,357,17.43,30.88,34.55,17.34,30.19,34.55,90,89,3190.09,926.60,235.81,19.53,4.21,2.41,18.96,32.70,36.25,18.70,31.36,36.25,94,91,3250.66,970.12,247.96,20.32,5.79,1.18,
2021/10/08T22:40:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,60,59,990.94,0.05,36504,0,477,18.23,30.30,33.40,18.23,29.81,33.40,89,88,3264.26,938.91,231.89,16.47,3.47,0.56,19.54,34.88,37.93,19.18,32.70,37.93,99,94,3371.04,1009.50,264.95,22.29,4.57,1.79,
2021/10/08T22:42:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,73,61,59,990.71,0.05,36504,0,597,18.81,33.66,38.72,18.62,31.79,38.72,96,92,3498.36,1014.09,258.57,22.21,6.41,3.31,19.14,33.91,37.12,18.91,31.93,36.98,97,93,3307.68,1001.32,251.19,24.09,5.40,0.77,
2021/10/08T22:44:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,73,61,58,990.86,0.05,36504,0,717,21.44,37.84,42.16,20.65,34.47,41.91,107,98,3873.16,1119.58,286.22,24.76,5.53,2.44,23.02,40.24,45.78,21.50,35.83,44.78,113,102,4014.52,1184.29,303.45,28.97,8.38,2.59,
2021/10/08T22:46:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,62,58,990.82,0.05,36504,0,837,21.02,37.32,42.02,20.32,34.21,41.74,105,97,3813.00,1104.79,282.39,24.09,5.09,1.65,22.58,41.65,44.35,21.23,36.70,43.82,116,104,3962.11,1174.75,308.67,27.25,4.11,0.77,
2021/10/08T22:48:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,63,58,990.88,0.05,36504,0,957,22.05,36.28,40.09,20.98,33.55,40.03,103,96,3815.17,1108.14,263.16,23.22,2.31,1.62,24.26,40.02,43.38,22.15,35.74,42.85,112,102,4072.08,1219.70,302.40,19.26,4.45,2.49,
2021/10/08T22:50:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,64,58,990.84,0.05,36504,0,1077,20.07,35.14,38.51,19.56,32.61,38.51,99,94,3614.74,1061.54,255.42,23.68,3.05,1.68,22.57,39.74,42.86,21.10,35.50,42.45,111,100,3811.86,1141.55,308.97,24.72,4.59,1.34,
2021/10/08T22:52:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,65,59,990.91,0.05,36504,0,1197,19.18,33.34,36.75,19.05,31.73,36.75,96,92,3436.71,997.29,258.39,21.70,2.93,0.36,20.17,36.61,39.76,19.78,33.69,39.76,104,96,3573.10,1052.27,287.64,23.71,4.88,1.66,
2021/10/08T22:54:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,65,58,990.96,nan,36656,0,117,20.00,34.71,37.56,19.59,32.49,37.56,99,94,3538.98,1049.10,255.41,20.20,2.68,1.07,21.31,36.08,37.92,20.41,33.21,37.90,102,95,3600.15,1073.49,285.67,15.36,3.10,0.62,
2021/10/08T22:56:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,67,59,990.92,0.05,36568,0,237,19.13,34.56,38.85,18.87,32.33,38.85,98,94,3511.09,1015.40,256.56,23.76,5.35,1.89,21.33,38.64,43.36,20.52,34.93,42.88,109,99,3737.79,1122.81,307.88,25.12,6.90,2.34,
2021/10/08T22:58:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,67,60,990.88,0.05,36568,0,357,18.91,34.98,40.54,18.72,32.79,40.23,99,95,3457.26,1014.39,276.58,26.02,5.51,2.63,20.47,38.20,41.67,19.78,34.57,41.59,108,98,3598.82,1074.41,301.80,25.00,5.45,1.49,
2021/10/08T23:00:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,66,60,990.90,0.05,36568,0,477,18.49,33.65,38.86,18.44,31.95,38.86,96,93,3400.68,986.84,259.86,25.35,4.88,1.96,19.57,38.12,42.00,19.16,34.53,41.80,107,98,3576.59,1060.59,320.27,27.55,5.84,0.67,
2021/10/08T23:02:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,66,60,990.95,0.05,36568,0,597,19.29,34.80,40.82,18.96,32.41,40.57,99,94,3585.21,1043.09,268.04,27.59,6.54,3.04,20.39,37.65,40.81,19.82,34.28,40.79,106,98,3517.00,1056.32,294.98,24.19,4.89,1.05,
2021/10/08T23:04:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,66,60,990.93,0.05,36568,0,717,17.96,31.93,35.22,17.93,30.81,35.22,93,90,3246.78,954.76,252.61,19.63,4.37,1.04,19.04,35.02,38.85,18.81,32.60,38.77,99,94,3359.13,1000.33,282.52,20.27,6.13,1.38,
2021/10/08T23:06:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.90,0.05,36568,0,837,16.71,30.71,34.91,16.71,29.91,34.91,90,88,3121.82,906.88,242.52,22.21,4.25,1.07,18.85,35.96,39.87,18.85,33.27,39.87,102,96,3324.06,993.42,284.73,25.79,5.65,2.73,
2021/10/08T23:08:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,65,58,990.89,0.05,36504,0,957,16.64,28.83,34.78,16.64,28.67,34.78,86,86,3044.84,878.10,232.33,23.57,6.93,1.93,17.02,32.94,36.96,17.02,31.40,36.96,95,92,3049.85,916.29,262.85,24.98,6.65,1.19,
2021/10/08T23:10:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,991.23,0.05,36504,0,1077,17.63,30.23,34.96,17.63,29.61,34.96,89,88,3169.05,921.21,231.74,22.46,5.61,1.47,18.72,35.48,38.52,18.48,32.93,38.52,100,95,3299.72,988.20,284.06,23.02,4.56,1.30,
2021/10/08T23:12:18z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.91,0.05,36504,0,1197,17.09,31.64,35.15,17.09,30.69,35.15,92,90,3138.65,921.67,237.98,23.02,4.11,1.31,18.36,34.00,37.96,18.25,32.07,37.96,97,93,3259.42,971.13,265.11,20.91,5.78,1.96,
2021/10/08T23:14:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.99,nan,36656,0,117,17.51,31.44,35.63,17.51,30.54,35.63,92,90,3160.83,923.39,236.56,19.61,4.34,2.88,18.26,36.08,39.45,18.03,33.29,39.45,102,96,3308.84,992.50,279.58,24.32,5.37,1.58,
2021/10/08T23:16:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,67,58,991.00,0.05,36568,0,237,17.48,31.96,35.61,17.39,30.80,35.61,93,90,3142.72,924.31,251.28,21.22,4.33,1.56,18.49,35.62,39.47,18.42,33.08,39.30,101,95,3310.47,989.58,287.96,24.89,5.85,1.70,
2021/10/08T23:18:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,66,60,990.94,0.05,36568,0,357,16.34,29.17,33.00,16.34,28.76,33.00,87,86,3004.97,883.34,227.78,22.16,3.86,1.66,17.96,32.70,37.70,17.89,31.26,37.65,94,91,3161.39,944.20,254.44,25.17,8.11,1.70,
2021/10/08T23:20:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,65,59,991.00,0.05,36568,0,477,17.10,30.90,34.36,17.10,29.93,34.36,91,89,3151.42,918.64,241.75,22.95,3.66,1.19,17.94,33.15,38.81,17.92,31.63,38.79,95,92,3234.29,962.00,269.21,25.67,9.25,2.35,
2021/10/08T23:22:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.95,0.05,36568,0,597,16.98,31.11,35.43,16.98,30.12,35.43,91,89,3094.88,910.09,236.45,23.86,4.71,1.68,18.06,34.17,38.85,18.00,32.13,38.83,97,93,3211.08,957.64,275.00,24.66,7.89,1.43,
2021/10/08T23:24:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.93,0.05,36504,0,717,17.27,30.91,34.95,17.27,30.16,34.95,91,89,3158.89,923.47,240.65,22.56,4.07,1.09,17.53,34.38,38.60,17.53,32.31,38.60,98,93,3209.13,956.16,273.55,26.40,6.29,2.58,
2021/10/08T23:26:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,66,59,990.99,0.05,36504,0,837,17.14,32.54,38.18,17.14,31.12,38.14,94,91,3275.68,948.34,263.59,27.38,5.89,2.43,17.68,33.00,37.32,17.68,31.25,37.30,95,91,3125.49,935.45,281.26,19.64,6.62,1.85,
2021/10/08T23:28:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,67,59,991.02,0.05,36504,0,957,17.37,32.42,36.82,17.37,31.19,36.82,94,91,3206.47,933.61,260.60,22.58,4.91,1.58,19.12,34.78,40.86,18.82,32.43,40.59,99,94,3375.18,1002.43,280.39,28.24,10.08,2.16,
2021/10/08T23:30:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,67,58,991.06,0.05,36504,0,1077,18.32,32.07,36.38,18.18,30.80,36.38,93,90,3338.14,973.38,250.59,22.09,4.50,1.54,18.64,34.92,38.91,18.47,32.62,38.91,99,94,3299.32,988.83,273.04,21.57,6.75,1.28,
2021/10/08T23:32:16z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,68,59,991.13,0.05,36504,0,1197,17.72,31.33,36.91,17.72,30.46,36.91,91,90,3235.44,928.85,260.72,23.44,6.63,2.15,18.96,34.48,37.44,18.67,32.35,37.44,98,94,3330.58,985.23,273.29,23.15,4.92,0.62,
2021/10/08T23:34:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,68,59,991.03,nan,36656,0,118,16.63,30.15,32.80,16.63,29.66,32.80,89,88,3085.10,900.88,223.46,19.80,2.10,1.12,18.31,33.95,35.77,18.26,32.21,35.77,97,93,3217.46,968.41,262.51,22.05,2.87,0.67,
2021/10/08T23:36:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,68,59,991.05,0.05,36568,0,238,16.68,30.93,35.67,16.68,30.12,35.67,91,89,3175.16,916.88,237.54,22.95,5.26,1.93,18.06,34.70,40.25,18.02,32.47,40.21,99,94,3262.42,978.30,269.91,31.08,9.13,1.32,
2021/10/08T23:38:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,68,59,991.11,0.05,36568,0,358,16.00,29.27,33.33,16.00,28.45,33.33,87,85,3048.60,883.18,230.15,21.53,4.87,1.45,17.29,33.63,35.59,17.16,31.78,35.59,96,92,3186.06,947.27,261.92,21.90,3.37,1.14,
2021/10/08T23:40:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,67,58,991.04,0.05,36568,0,478,15.93,26.93,31.24,15.93,26.93,31.24,82,82,2917.55,849.38,195.97,18.45,5.14,2.69,18.51,33.16,37.57,18.33,31.59,37.57,95,92,3303.94,983.04,249.76,23.55,7.22,1.96,
2021/10/08T23:42:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,67,59,991.10,0.05,36568,0,598,17.36,31.32,35.36,17.32,30.43,35.14,91,90,3148.98,917.54,239.52,25.68,4.14,0.86,17.85,33.44,36.61,17.85,31.87,36.61,96,93,3241.33,953.61,267.09,22.54,5.07,1.48,
2021/10/08T23:44:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,67,58,991.10,0.05,36568,0,718,16.87,30.91,35.11,16.85,30.13,35.04,91,89,3080.02,895.89,239.47,23.73,5.38,1.71,18.06,33.67,37.00,18.02,31.81,36.98,96,92,3267.33,968.17,272.07,23.26,5.30,0.56,
2021/10/08T23:46:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,67,58,991.08,0.05,36568,0,838,17.12,30.75,34.19,17.12,29.95,34.19,90,89,3156.11,910.95,231.67,23.86,3.16,0.46,18.26,35.16,39.28,18.18,32.74,39.28,99,94,3244.08,976.64,280.62,25.66,6.16,1.52,
2021/10/08T23:48:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,67,59,991.04,0.05,36568,0,958,17.79,32.02,35.81,17.68,30.84,35.81,93,90,3235.89,943.65,242.51,23.04,4.21,1.05,19.06,37.10,42.73,18.92,33.90,42.43,105,97,3474.92,1037.12,295.61,32.14,9.39,2.33,
2021/10/08T23:50:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,66,58,991.07,0.05,36568,0,1078,16.64,29.67,33.84,16.64,29.34,33.84,88,87,3125.64,894.17,238.21,19.72,4.76,1.10,17.90,32.88,36.75,17.90,31.27,36.75,95,91,3256.82,971.08,250.98,24.53,6.31,2.04,
2021/10/08T23:52:14z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,67,59,991.06,0.05,36568,0,1198,18.74,33.54,38.44,18.59,31.87,38.37,96,93,3448.39,997.35,256.13,23.09,5.37,1.07,19.17,37.54,42.42,18.96,34.10,42.17,106,97,3486.12,1035.46,297.25,27.15,7.98,2.27,
