UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/03/15T05:27:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,46,12,1002.09,0.05,36504,0,968,9.1,14.71,18.42,9.1,14.71,18.42,56,56,1380.86,386.68,71.81,8.75,3.12,0.44,10.93,17.68,21.4,10.93,17.68,21.4,63,63,1560.84,465.72,96.98,9.65,3.68,2.11,
2023/03/15T05:29:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,46,13,1002,0.05,36504,0,1088,9.07,14.78,16.81,9.07,14.78,16.81,57,57,1365.21,385.02,71.57,7.93,1.59,0.66,9.5,16.98,19.25,9.5,16.98,19.25,61,61,1489.34,422.27,83.73,8.86,1.96,1.11,
2023/03/15T05:31:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,29,46,10,999.04,0.05,36504,0,1208,8.68,15.37,18.53,8.68,15.37,18.53,58,58,1368.47,380.88,74.6,11.79,2.07,1.26,9.73,15.95,20.54,9.73,15.95,20.54,59,59,1414.63,414.68,80.25,11.41,5.49,1.56,
2023/03/15T05:33:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.02,nan,36656,0,130,9.4,13.95,14.07,9.4,13.95,14.07,55,55,1378.67,388.77,61.47,4,0,0,9.87,17.36,19.46,9.87,17.36,19.46,62,62,1491.62,427.72,86.31,10.21,2.41,0.56,
2023/03/15T05:35:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.03,0.05,36568,0,250,9.51,14.91,16.2,9.51,14.91,16.2,57,57,1410.98,397.24,74.55,4.33,0.73,0.36,9.6,16.49,21.72,9.6,16.49,21.72,60,60,1497.05,421.05,83.28,12.65,6.07,1.75,
2023/03/15T05:37:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,46,13,1001.99,0.05,36568,0,370,9.67,13.79,17.79,9.67,13.79,17.79,55,55,1406.21,383.12,66.07,7.23,3.54,1.82,10.16,18.43,22.46,10.16,18.43,22.46,64,64,1480.5,442.21,99.18,14.05,5.39,0.36,
2023/03/15T05:39:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,46,13,1002.02,0.05,36568,0,490,8.86,13.97,18.29,8.86,13.97,18.29,55,55,1327.42,375,70.75,10.51,2.92,1.22,10.21,17.93,20.61,10.21,17.93,20.61,63,63,1461.75,428.88,88.39,10.52,2.79,1.43,
2023/03/15T05:41:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.07,0.05,36504,0,610,9.05,12.98,15.56,9.05,12.98,15.56,53,53,1310.32,361.11,61.91,6.6,2.11,0.42,9.76,16.32,19.81,9.76,16.32,19.81,60,60,1434,408.69,93.32,11.15,3.8,0.98,
2023/03/15T05:43:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.04,0.05,36504,0,730,8.97,13.14,18,8.97,13.14,18,53,53,1298.28,367.33,61.6,9.69,4.38,1.48,10.09,18.09,20.53,10.09,18.09,20.53,64,64,1495.42,428.14,83.96,12.68,2.84,0.42,
2023/03/15T05:45:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.06,0.05,36504,0,850,9.86,15.86,19.32,9.86,15.86,19.32,59,59,1462.95,414.51,84.89,9.96,2.67,0.84,10.52,18.89,22.45,10.52,18.89,22.45,65,65,1515.86,442.38,89.57,14.95,4,1.82,
2023/03/15T05:47:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,46,13,1002.04,0.05,36504,0,970,8.68,14.82,18.21,8.68,14.82,18.21,57,57,1347,378.26,71.7,9.58,3.02,2.14,9.8,19,22.2,9.8,19,22.2,66,66,1461.91,430.57,96.96,13.21,3.46,0.82,
2023/03/15T05:49:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002,0.05,36504,0,1090,7.96,13.07,14.67,7.96,13.07,14.67,53,53,1207.11,338.82,65.74,6.39,1.05,0.53,9.96,16.12,19.49,9.96,16.12,19.49,59,59,1365.26,398.07,80.63,10.61,3.19,2.46,
2023/03/15T05:51:37z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1001.99,0.05,36504,0,1210,8.14,13.11,14.75,8.14,13.11,14.75,53,53,1228.02,342.73,66.93,6.07,1.32,0.21,8.98,14.02,16.9,8.98,14.02,16.9,55,55,1280.22,367.59,69.31,8.29,3.76,0.45,
2023/03/15T05:53:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,45,13,1002.02,nan,36656,0,130,7.16,11.79,15.21,7.16,11.79,15.21,49,49,1146.77,310.86,63.6,5.86,3.21,1.35,8.73,14.55,18.05,8.73,14.55,18.05,56,56,1236.68,363.08,71.25,11.3,3.2,1.9,
2023/03/15T05:55:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,13,1002.06,0.05,36568,0,250,7.89,13.44,15.04,7.89,13.44,15.04,54,54,1179.16,333.54,57.81,7.93,1.47,0.6,8.44,14.71,18.19,8.44,14.71,18.19,56,56,1286.29,372.53,74.86,10.85,3.83,1.05,
2023/03/15T05:57:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,12,1002.08,0.05,36568,0,370,8.5,13.03,16.27,8.5,13.03,16.27,53,53,1254.15,357.03,67.12,6.67,2.17,1.33,9.16,14.95,19.25,9.16,14.95,19.25,57,57,1359.05,387.16,73.52,10.61,4.82,1.64,
2023/03/15T05:59:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1002,0.05,36568,0,490,7.78,12.58,15.75,7.78,12.58,15.75,52,52,1219.27,333.39,61.22,7.39,2.81,1.59,10.04,16.85,22.13,10.04,16.85,22.13,61,61,1448.13,423.29,79.56,14.91,6.02,1.38,
2023/03/15T06:01:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1002.03,0.05,36568,0,610,7.98,11.82,14.49,7.98,11.82,14.49,49,49,1176.32,327.98,65.37,6.81,2.35,0.6,9,14.43,17.38,9,14.43,17.38,56,56,1313.9,383.93,67.9,9.17,2.72,1.55,
2023/03/15T06:03:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,12,1002.03,0.05,36568,0,730,7.69,11.53,14.48,7.69,11.53,14.48,48,48,1167.26,320.66,66.95,5.93,2.52,0.41,8.65,16.07,18.6,8.65,16.07,18.6,59,59,1299.37,386.91,80.91,8.81,2.81,0.81,
2023/03/15T06:05:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,12,1002.03,0.05,36568,0,850,8,12.4,14.46,8,12.4,14.46,52,52,1182.37,335.63,62.79,5.44,1.82,0.53,7.95,13.44,16.77,7.95,13.44,16.77,54,54,1229,348.91,72.68,9.4,3.37,1.26,
2023/03/15T06:07:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,12,1002,0.05,36568,0,970,6.96,12.09,13.56,6.96,12.09,13.56,50,50,1105.47,308.91,62.39,6.77,1.47,0,8.04,14.48,17.76,8.04,14.48,17.76,56,56,1225.56,360,77.78,9.91,3.56,1.04,
2023/03/15T06:09:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32,44,12,1001.97,0.05,36568,0,1090,7.59,12.2,13.89,7.59,12.2,13.89,51,51,1178.14,337.34,60.98,5.64,0.79,0.43,8.52,13.6,15.28,8.52,13.6,15.28,54,54,1266.78,368.88,65.67,6.38,1.62,0.66,
2023/03/15T06:11:48z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.93,0.05,36568,0,1210,8.65,13.12,14.47,8.65,13.12,14.47,53,53,1218.68,339.96,59.77,6.21,1.51,0.77,9.36,16.25,19.92,9.36,16.25,19.92,60,60,1370.29,393.42,82.15,10.61,3.69,2.07,
2023/03/15T06:13:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.87,nan,36656,0,130,8.66,12.91,14.48,8.66,12.91,14.48,53,53,1336.09,374.11,60,4.41,1.59,0.45,9.77,14.36,15.51,9.77,14.36,15.51,56,56,1359.77,393.67,67.62,6.67,1.28,0.56,
2023/03/15T06:15:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1001.78,0.05,36568,0,250,12.02,17.95,20.52,12.02,17.95,20.52,63,63,1729.61,480.09,85.32,6.25,2.21,0.75,12.83,21.83,27.61,12.83,21.83,27.61,71,71,1880.59,538.81,122.29,13.32,6.71,2.17,
2023/03/15T06:17:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1001.78,0.05,36568,0,370,13.13,19.87,23.4,13.13,19.87,23.4,67,67,1781.3,514.12,98.5,9.17,2.67,1.8,15.09,24.03,29.47,15.09,24.03,29.47,76,76,2062.55,596.93,116.57,15.55,6.24,1.69,
2023/03/15T06:19:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1001.87,0.05,36568,0,490,14.47,24.26,27.28,14.47,24.26,27.28,77,77,2031.79,578,101.95,14.47,2.28,1.58,15.91,26.8,29.48,15.91,26.8,29.48,82,82,2139.22,623,134.13,13.56,2.96,1.59,
2023/03/15T06:21:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1001.87,0.05,36568,0,610,12.05,19.18,22.32,12.05,19.18,22.32,66,66,1691.63,486.79,94.32,9.44,1.86,0.74,14.22,23.52,28.57,14.22,23.52,28.57,75,75,1980.1,565.14,113.12,15.84,5.45,2.24,
2023/03/15T06:23:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,45,12,1001.87,0.05,36568,0,730,10.96,17.38,19.81,10.96,17.38,19.81,62,62,1643.04,451.96,79.85,7.02,1.28,0.68,12.14,19.76,24.1,12.14,19.76,24.1,67,67,1763.43,497.33,93.41,13.53,5,1.52,
2023/03/15T06:25:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1001.87,0.05,36568,0,850,10.63,16.3,18.68,10.63,16.3,18.68,60,60,1529.58,427.47,78.12,6.84,1.93,0.28,11.23,19.68,22.02,11.23,19.68,22.02,67,67,1646.47,470.21,89.79,11.07,2.63,0.35,
2023/03/15T06:27:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,45,12,1001.83,0.05,36568,0,970,9.09,15.28,19.52,9.09,15.28,19.52,58,58,1361.28,383.38,79.6,10.52,3.34,0.48,9.75,14.82,18.3,9.75,14.82,18.3,57,57,1424,399.79,69.46,7.82,3.75,2.18,
2023/03/15T06:29:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,45,12,1001.83,0.05,36568,0,1090,9.08,12.31,16.14,9.08,12.31,16.14,51,51,1281.66,356.42,61.56,6.51,3.29,1.02,10.29,16.84,21.17,10.29,16.84,21.17,61,61,1433.84,412.78,77.21,13.47,4.59,1.93,
2023/03/15T06:31:59z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.85,0.05,36568,0,1210,9.37,14.3,15.94,9.37,14.3,15.94,56,56,1311.17,369.7,69.02,7.7,1.15,0.33,9.53,15.17,17.95,9.53,15.17,17.95,57,57,1411.6,409.93,68.41,8.72,3.41,0.38,
2023/03/15T06:34:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.81,nan,36656,0,129,10.36,15.39,19.57,10.36,15.39,19.57,58,58,1483.64,415.61,68.05,9.41,2.59,0.68,12.48,22.4,25.27,12.48,22.4,25.27,73,73,1763.03,515.2,107.8,9.85,2.75,1.1,
2023/03/15T06:36:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.93,0.05,36568,0,249,10.14,15.68,19.34,10.14,15.68,19.34,59,59,1521.91,413.86,65.34,9.39,3.11,1.89,12.8,19.69,23.69,12.8,19.69,23.69,67,67,1756.27,501.78,86.36,10.76,4.03,2.27,
2023/03/15T06:38:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1001.97,0.05,36568,0,369,12.7,20.44,24.91,12.7,20.44,24.91,69,69,1784.26,503.19,95.47,10.53,3.75,1.33,14.32,24.66,29.3,14.32,24.66,29.3,77,77,2038.07,592.34,121.86,14.54,4.5,2.61,
2023/03/15T06:40:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,11,1002.1,0.05,36568,0,489,11.93,20.25,21.89,11.93,20.25,21.89,68,68,1717.21,477.58,92.18,10.11,0.91,0.91,14.54,25.02,28.78,14.54,25.02,28.78,78,78,2000.17,580.61,124.31,15.3,3.85,1.56,
2023/03/15T06:42:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,10,1002.1,0.05,36568,0,609,11.62,18.7,20.36,11.62,18.7,20.36,65,65,1612.5,458.38,94.89,5.18,1.39,0.54,13.03,20.83,24.36,13.03,20.83,24.36,69,69,1790.49,519.42,103.37,11.75,4.37,1.05,
2023/03/15T06:44:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.12,0.05,36504,0,729,9.04,14.87,18.44,9.04,14.87,18.44,57,57,1369.75,379.53,69.53,10.6,3.13,0.69,10.88,17.22,21,10.88,17.22,21,62,62,1537.4,440.07,79.26,11.86,4.52,0.83,
2023/03/15T06:46:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.21,0.05,36504,0,849,8.33,13.78,16.33,8.33,13.78,16.33,55,55,1287.05,352.81,67.86,8.17,2.14,0.76,10.98,15.12,19.9,10.98,15.12,19.9,57,57,1441.03,424.29,70.91,9.24,5.21,1.76,
2023/03/15T06:48:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.28,0.05,36504,0,969,7.32,11.58,13.85,7.32,11.58,13.85,48,48,1082.6,299.22,53.93,7.1,2.07,0.87,9.07,16.96,20.28,9.07,16.96,20.28,61,61,1357.83,399.09,82.61,10.37,3.33,1.26,
2023/03/15T06:50:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.3,0.05,36504,0,1089,7.84,12.24,13.95,7.84,12.24,13.95,51,51,1158,325.79,56.43,6.86,1.24,0.72,8.95,14.7,18.25,8.95,14.7,18.25,56,56,1324.68,393.63,63.86,9.82,4.53,0.35,
2023/03/15T06:52:10z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.24,0.05,36504,0,1209,8.22,13.93,16.46,8.22,13.93,16.46,55,55,1222.39,345.43,71.89,7.59,1.81,1.04,8.93,13.47,16.78,8.93,13.47,16.78,54,54,1251.31,365.02,67.47,8.85,3.36,2.07,
2023/03/15T06:54:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31,44,12,1002.22,nan,36656,0,130,9.02,14.47,16.56,9.02,14.47,16.56,56,56,1258.53,365.28,67.95,6.74,1.58,1.58,9.34,14.61,19.44,9.34,14.61,19.44,56,56,1325.49,384.49,70.34,10.34,4.68,3.02,
2023/03/15T06:56:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.2,0.05,36568,0,250,10.05,14.39,18.05,10.05,14.39,18.05,56,56,1364.58,387.98,63.46,7.4,3.51,0.95,10.14,15.96,19.42,10.14,15.96,19.42,59,59,1480.05,424.6,73.86,9.93,3.72,0.81,
2023/03/15T06:58:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.21,0.05,36568,0,370,10.12,16,21.39,10.12,16,21.39,59,59,1394.32,403.04,72.79,12.53,5.16,1.75,10.22,17.31,20.21,10.22,17.31,20.21,62,62,1474.09,427.33,89.17,11.9,3.34,1.38,
2023/03/15T07:00:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.21,0.05,36568,0,490,9.47,15.41,19,9.47,15.41,19,58,58,1373.24,389.34,71.86,10.54,2.31,0.98,9.62,17.35,20,9.62,17.35,20,62,62,1475.24,420.38,82.8,11.09,3.2,1.71,
2023/03/15T07:02:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.16,0.05,36568,0,610,9.78,14.13,16.85,9.78,14.13,16.85,55,55,1352.4,379.29,60.35,6.47,2.15,1.2,8.65,18.09,21.47,8.65,18.09,21.47,64,64,1391.24,397.62,96.8,11.84,3.71,0.76,
2023/03/15T07:04:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.06,0.05,36568,0,730,9.35,13.11,14.47,9.35,13.11,14.47,53,53,1317.68,367.53,53.82,3.51,1.33,0.74,9.67,15.69,19.45,9.67,15.69,19.45,59,59,1396.6,402.21,73.59,7.97,4,1.34,
2023/03/15T07:06:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,29,45,10,1001.93,0.05,36568,0,850,8.31,12.93,15.55,8.31,12.93,15.55,53,53,1259.59,349.24,56.62,7.14,2.48,0.69,9.07,15.91,20.39,9.07,15.91,20.39,59,59,1360.21,390.53,81.51,12.91,4.88,1.37,
2023/03/15T07:08:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,29,45,10,1001.88,0.05,36568,0,970,7.98,14.05,16,7.98,14.05,16,55,55,1224.54,337.55,65.18,6.5,2.14,0.71,9.24,14.89,18.91,9.24,14.89,18.91,57,57,1295.11,382.57,63.52,12.37,4.81,0.74,
2023/03/15T07:10:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1001.91,0.05,36568,0,1090,8.05,12.91,14.44,8.05,12.91,14.44,53,53,1177.79,329.47,54.32,7.12,1.05,0.07,8.4,12.6,14.95,8.4,12.6,14.95,52,52,1222.05,352.46,51.25,5.82,2.32,1.33,
2023/03/15T07:12:21z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1001.95,0.05,36568,0,1210,7.91,12.69,15.65,7.91,12.69,15.65,52,52,1159.75,329.8,65.16,7.31,1.49,1.05,7.9,14.45,15.52,7.9,14.45,15.52,56,56,1251.98,347.22,65.93,8.67,1.34,0.52,
2023/03/15T07:14:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.03,nan,36656,0,130,7.74,13.26,15.21,7.74,13.26,15.21,53,53,1114.26,312.67,64.4,8.65,0.47,0.47,7.75,13.52,17,7.75,13.52,17,54,54,1182.3,340.17,70,11.6,4.1,0.35,
2023/03/15T07:16:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.04,0.05,36568,0,250,7.46,12.42,15.79,7.46,12.42,15.79,52,52,1197.21,329.11,62.93,6.14,2.88,1.93,9.28,15.81,19.74,9.28,15.81,19.74,59,59,1367.68,386.25,73.7,10.19,3.72,3.23,
2023/03/15T07:18:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.09,0.05,36568,0,370,7.32,11.98,15.35,7.32,11.98,15.35,50,50,1113.58,310.82,56.91,7.79,3.47,0.6,8.39,15.16,18.66,8.39,15.16,18.66,57,57,1300.39,369.14,72.14,12.61,3.36,2.36,
2023/03/15T07:20:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.15,0.05,36568,0,490,8.29,13.24,17.14,8.29,13.24,17.14,53,53,1267.98,354.36,64.05,8.17,3.29,1.9,8.4,16.33,21.93,8.4,16.33,21.93,60,60,1339.75,379.58,84.67,11.45,5.75,2.15,
2023/03/15T07:22:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.15,0.05,36256,0,610,8.81,13.31,14.43,8.81,13.31,14.43,54,54,1250.22,355.74,55.12,5.62,1.14,0,10.18,17.95,22.65,10.18,17.95,22.65,63,63,1443.37,420.09,85.79,14.47,5.12,1.96,
2023/03/15T07:24:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.18,0.05,36568,0,730,8.44,13.78,16.24,8.44,13.78,16.24,55,55,1289.39,362.8,69.35,7.3,2,0,9.88,19.44,24.42,9.88,19.44,24.42,66,66,1466.74,432.68,98.67,14.91,5.51,1.61,
2023/03/15T07:26:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.2,0.05,36568,0,850,8.07,14.19,14.93,8.07,14.19,14.93,55,55,1296.95,354.79,70.07,4.07,0.49,0,8.74,17.24,22.16,8.74,17.24,22.16,62,62,1337.22,383.07,92.9,12.47,4.86,2.97,
2023/03/15T07:28:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,45,11,1002.14,0.05,36568,0,970,8.92,14.71,16.32,8.92,14.71,16.32,56,56,1313.54,363.29,60.08,8.78,1.02,0.51,8.74,13.39,16.93,8.74,13.39,16.93,54,54,1265.61,363.54,63.19,7.7,3.44,2.41,
2023/03/15T07:30:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1002.1,0.05,36568,0,1090,7.91,13.43,16.09,7.91,13.43,16.09,54,54,1235.53,339.91,64.76,6.66,2.52,0.97,11.03,17.14,20.78,11.03,17.14,20.78,62,62,1472.54,438.49,73.98,10.12,4.17,2.1,
2023/03/15T07:32:32z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1002.12,0.05,36568,0,1210,8.91,14.33,16.35,8.91,14.33,16.35,56,56,1293.11,358.69,74.81,6.11,1.85,1.33,9.22,16.24,21.6,9.22,16.24,21.6,60,60,1429.86,405.38,69.67,13.76,6.03,3,
2023/03/15T07:34:43z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1002.11,nan,36656,0,130,7.74,12.79,17.56,7.74,12.79,17.56,52,52,1194.35,335.67,67.44,9.44,4.28,1.02,10.28,17.36,23.54,10.28,17.36,23.54,62,62,1419.69,424.56,89.33,13.51,5.59,3.69,
2023/03/15T07:36:43z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1002.03,0.05,36568,0,250,7.55,11.41,15.91,7.55,11.41,15.91,48,48,1199.2,324.23,61,7.75,3.46,0.82,8.59,14.58,18.59,8.59,14.58,18.59,56,56,1296.71,381.15,73.9,10.29,3.32,1.53,
2023/03/15T07:38:43z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30,44,11,1002,0.05,36568,0,370,8.51,14.91,18.86,8.51,14.91,18.86,57,57,1304.42,363.81,78.35,10.6,3.33,0.81,10.91,16.84,22.14,10.91,16.84,22.14,61,61,1486.39,440.59,82.16,11.79,5.82,2.11,
