UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/05/18T00:01:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+1
2023/05/18T00:03:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,56,34,28,993.98,0.05,36568,0,250,1.73,2.91,2.91,1.73,2.91,2.91,12,12,437.79,123.25,17.82,1.75,0.00,0.00,1.47,2.81,3.91,1.47,2.81,3.91,12,12,424.71,122.52,24.02,3.41,1.55,0.31
2023/05/18T00:05:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,56,34,28,993.96,0.05,36568,0,370,1.14,1.88,2.68,1.14,1.88,2.68,8,8,368.24,105.20,19.53,1.73,0.85,0.47,1.49,2.84,3.61,1.49,2.84,3.61,12,12,406.05,119.00,24.30,3.75,1.44,0.18
2023/05/18T00:07:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,34,27,993.98,0.05,36568,0,490,1.14,2.10,2.56,1.14,2.10,2.56,9,9,386.49,98.24,19.59,2.88,0.54,0.54,1.45,2.12,2.39,1.45,2.12,2.39,9,9,388.55,111.09,15.52,0.64,0.46,0.00
2023/05/18T00:09:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,35,28,994.01,0.05,36504,0,610,1.14,2.37,2.54,1.14,2.37,2.54,10,10,382.58,101.79,20.12,1.89,0.18,0.18,1.53,2.62,2.93,1.53,2.62,2.93,11,11,406.71,121.69,18.95,1.28,0.34,0.34
2023/05/18T00:11:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,35,27,993.98,0.05,36504,0,730,1.84,2.39,3.41,1.84,2.39,3.41,10,10,453.43,125.30,18.36,2.25,1.75,0.00,1.18,2.60,3.16,1.18,2.60,3.16,11,11,393.42,116.61,22.00,2.91,0.95,0.46
2023/05/18T00:13:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,35,27,994.00,0.05,36504,0,850,1.51,2.81,3.05,1.51,2.81,3.05,12,12,446.68,126.37,22.21,1.93,0.42,0.00,1.50,3.26,3.26,1.50,3.26,3.26,14,14,449.79,122.40,25.83,3.69,0.00,0.00
2023/05/18T00:15:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,35,28,993.97,0.05,36504,0,970,1.08,1.75,2.60,1.08,1.75,2.60,7,7,377.20,106.45,15.95,1.67,0.73,0.73,1.45,2.91,3.11,1.45,2.91,3.11,12,12,428.24,123.76,17.38,2.84,0.40,0.00
2023/05/18T00:17:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,35,28,994.03,0.05,36504,0,1090,1.04,2.33,3.28,1.04,2.33,3.28,10,10,355.26,102.86,24.70,3.75,1.44,0.67,1.72,2.90,3.14,1.72,2.90,3.14,12,12,443.95,132.17,23.07,2.55,0.48,0.00
2023/05/18T00:19:20z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,35,27,994.02,0.05,36504,0,1210,1.32,2.38,2.45,1.32,2.38,2.45,10,10,372.11,105.77,15.86,2.00,0.04,0.00,1.42,2.68,2.92,1.42,2.68,2.92,11,11,416.75,118.92,21.75,1.76,0.47,0.00
2023/05/18T00:21:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,36,27,994.04,nan,36656,0,130,1.24,2.19,3.24,1.24,2.19,3.24,9,9,398.79,108.93,18.98,2.86,1.90,0.00,1.72,3.15,3.87,1.72,3.15,3.87,13,13,446.46,134.03,19.90,2.56,1.33,0.51
2023/05/18T00:23:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,35,27,994.04,0.05,36568,0,250,1.05,2.11,2.48,1.05,2.11,2.48,9,9,358.45,97.75,13.54,2.32,0.50,0.50,1.46,2.32,3.02,1.46,2.32,3.02,10,10,392.19,109.85,17.58,2.85,1.22,0.00
2023/05/18T00:25:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,36,28,994.04,0.05,36568,0,370,1.16,2.14,3.00,1.16,2.14,3.00,9,9,381.52,106.91,18.69,1.79,1.28,0.38,1.70,3.18,4.04,1.70,3.18,4.04,13,13,459.43,134.36,25.30,3.50,1.39,0.46
2023/05/18T00:27:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,36,27,994.03,0.05,36568,0,490,1.46,2.32,3.25,1.46,2.32,3.25,10,10,416.14,118.24,17.80,2.24,1.53,0.31,1.50,2.80,3.89,1.50,2.80,3.89,12,12,419.57,120.52,23.34,4.61,1.68,0.39
2023/05/18T00:29:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,36,28,994.06,0.05,36568,0,610,0.86,2.57,3.86,0.86,2.57,3.86,11,11,360.78,96.90,21.78,4.10,2.07,0.48,1.75,2.64,3.15,1.75,2.64,3.15,11,11,419.80,120.24,17.98,2.61,0.81,0.00
2023/05/18T00:31:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,36,28,994.03,0.05,36568,0,730,1.09,2.11,2.58,1.09,2.11,2.58,9,9,344.45,93.65,19.60,1.85,0.51,0.51,1.44,2.20,3.05,1.44,2.20,3.05,9,9,433.83,118.90,15.71,2.85,1.56,0.00
