UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/05/10T00:01:23z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+1,20.73,1.00,0.30,0.25
2023/05/10T00:03:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,29,30,991.85,0.05,36504,0,250,2.44,3.38,4.02,2.44,3.38,4.02,14,14,633.27,171.18,19.27,2.51,0.87,0.36,2.22,3.42,3.88,2.22,3.42,3.88,14,14,583.15,155.75,20.38,2.47,0.70,0.23
2023/05/10T00:05:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,29,34,996.86,0.05,36504,0,370,2.36,3.28,3.28,2.36,3.28,3.28,14,14,580.24,164.64,20.48,0.00,0.00,0.00,2.52,3.73,4.23,2.52,3.73,4.23,16,16,627.00,177.64,22.54,1.82,0.93,0.00
2023/05/10T00:07:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,29,35,996.89,0.05,36504,0,490,3.37,4.45,4.62,3.37,4.45,4.62,19,19,729.90,206.67,27.18,0.50,0.00,0.00,2.93,4.11,4.59,2.93,4.11,4.59,17,17,694.45,189.05,25.66,1.86,0.93,0.39
2023/05/10T00:09:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,30,35,996.89,0.05,36504,0,610,2.93,4.18,4.40,2.93,4.18,4.40,17,17,683.05,185.37,26.12,1.30,0.35,0.00,3.53,4.78,5.12,3.53,4.78,5.12,20,20,732.25,208.68,27.30,1.73,0.47,0.47
2023/05/10T00:11:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.92,0.05,36504,0,730,3.00,3.88,4.26,3.00,3.88,4.26,16,16,696.26,186.81,19.33,1.69,0.31,0.21,3.81,4.70,4.95,3.81,4.70,4.95,20,20,793.79,225.79,22.88,1.26,0.42,0.00
2023/05/10T00:13:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.89,0.05,36504,0,850,3.25,4.49,4.92,3.25,4.49,4.92,19,19,710.14,200.81,28.51,2.85,0.78,0.14,3.36,4.64,4.93,3.36,4.64,4.93,19,19,751.68,208.24,22.92,2.61,0.51,0.00
2023/05/10T00:15:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,34,996.91,0.05,36504,0,970,2.02,3.17,3.33,2.02,3.17,3.33,13,13,522.30,143.15,24.88,1.70,0.00,0.00,2.61,3.36,3.61,2.61,3.36,3.61,14,14,599.30,165.93,17.12,1.46,0.50,0.00
2023/05/10T00:17:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,34,996.92,0.05,36504,0,1090,2.40,3.23,3.53,2.40,3.23,3.53,13,13,547.60,155.08,18.00,1.73,0.47,0.47,1.86,2.72,2.93,1.86,2.72,2.93,11,11,477.32,135.32,16.75,1.61,0.35,0.00
2023/05/10T00:19:17z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,34,996.88,0.05,36504,0,1210,2.02,3.12,3.37,2.02,3.12,3.37,13,13,500.00,144.81,22.07,2.32,0.21,0.21,2.52,4.00,5.27,2.52,4.00,5.27,17,17,637.50,177.03,26.37,3.30,1.83,1.17
2023/05/10T00:21:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,33,996.92,nan,36656,0,130,1.90,3.02,3.62,1.90,3.02,3.62,13,13,517.36,140.19,21.29,2.95,0.57,0.00,2.54,3.54,3.93,2.54,3.54,3.93,15,15,552.44,155.39,25.95,1.56,0.54,0.00
2023/05/10T00:23:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,33,996.92,0.05,36568,0,250,2.09,3.09,3.09,2.09,3.09,3.09,13,13,527.78,146.02,14.65,2.25,0.00,0.00,2.26,3.24,3.53,2.26,3.24,3.53,14,14,509.53,150.84,21.71,2.41,0.41,0.00
2023/05/10T00:25:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,34,996.92,0.05,36568,0,370,2.04,3.18,3.18,2.04,3.18,3.18,13,13,510.58,151.30,23.40,0.67,0.00,0.00,2.04,2.72,3.07,2.04,2.72,3.07,11,11,526.79,149.53,14.56,1.61,0.35,0.35
2023/05/10T00:27:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,29,34,996.91,0.05,36568,0,490,2.12,2.79,2.79,2.12,2.79,2.79,12,12,544.86,142.95,19.90,0.00,0.00,0.00,2.26,3.09,3.42,2.26,3.09,3.42,13,13,570.32,157.70,15.75,1.75,0.18,0.18
2023/05/10T00:29:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,29,33,996.89,0.05,36568,0,610,2.00,2.77,3.88,2.00,2.77,3.88,12,12,507.91,140.79,18.82,2.43,1.18,0.46,2.16,3.28,3.47,2.16,3.28,3.47,14,14,554.84,159.61,16.37,1.54,0.32,0.32
2023/05/10T00:31:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.86,0.05,36504,0,730,1.43,2.05,2.05,1.43,2.05,2.05,9,9,465.86,124.16,14.54,0.50,0.00,0.00,2.25,3.40,3.60,2.25,3.40,3.60,14,14,603.15,164.33,20.70,2.03,0.40,0.00
2023/05/10T00:33:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.98,0.05,36504,0,850,2.41,2.86,2.86,2.41,2.86,2.86,12,12,572.79,158.43,12.21,0.00,0.00,0.00,2.76,3.93,4.83,2.76,3.93,4.83,16,16,626.79,179.03,24.60,2.83,1.52,0.00
2023/05/10T00:35:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.89,0.05,36504,0,970,1.90,3.00,3.00,1.90,3.00,3.00,13,13,515.95,141.10,23.76,1.00,0.00,0.00,2.45,3.69,4.18,2.45,3.69,4.18,15,15,616.04,173.96,24.20,1.82,0.98,0.00
2023/05/10T00:37:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.85,0.05,36504,0,1090,1.81,2.76,3.52,1.81,2.76,3.52,11,11,509.28,138.71,19.95,1.97,0.86,0.34,2.26,2.81,3.60,2.26,2.81,3.60,12,12,581.17,158.50,16.34,0.97,0.97,0.52
2023/05/10T00:39:28z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,996.86,0.05,36504,0,1210,1.89,2.77,3.29,1.89,2.77,3.29,12,12,572.57,145.12,18.82,0.86,0.36,0.36,3.02,4.03,4.03,3.02,4.03,4.03,17,17,658.66,190.55,19.93,1.62,0.00,0.00
2023/05/10T00:41:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,996.88,nan,36656,0,129,3.05,4.24,4.43,3.05,4.24,4.43,18,18,664.14,190.81,23.67,1.67,0.24,0.00,2.85,3.63,4.76,2.85,3.63,4.76,15,15,664.61,182.22,19.34,1.46,1.46,1.46
2023/05/10T00:43:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.95,0.05,36568,0,249,2.21,3.91,4.02,2.21,3.91,4.02,16,16,606.16,165.73,24.95,1.86,0.00,0.00,2.90,3.79,4.29,2.90,3.79,4.29,16,16,654.16,186.86,21.76,1.34,1.00,0.00
2023/05/10T00:45:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,34,996.96,0.05,36568,0,369,2.33,3.74,5.02,2.33,3.74,5.02,16,16,606.93,165.84,23.21,4.93,0.93,0.76,2.33,3.70,3.98,2.33,3.70,3.98,15,15,581.89,166.67,24.70,2.53,0.56,0.00
